Experiment_ID,Algorithm,Configuration,Feature_Set,Scaler,K,Inertia,Silhouette,Davies_Bouldin,Calinski_Harabasz,Smallest_Cluster_Percentage,Largest_Cluster_Percentage,Noise_Percentage,BIC,Min_Samples,Distance_Quantile,Epsilon
GaussianMixture_Core_Log_StandardScaler_k8,GaussianMixture,Core_Log_StandardScaler,,,8,,0.09803313959015914,2.9856457393431843,1135.2929424504257,1.4997692662667281,34.702353484079374,0.0,-7365.2528294586255,,,
Agglomerative_Core_Log_RobustScaler_k3,Agglomerative,Core_Log_RobustScaler,,,3,,0.2705935602654834,1.0703951032562922,2996.783971420826,22.081218274111674,47.02353484079372,0.0,,,,
GaussianMixture_Core_Log_RobustScaler_k3,GaussianMixture,Core_Log_RobustScaler,,,3,,0.25216154917873235,1.1806024886637598,2725.980486134836,17.212736502076602,48.061836640516844,0.0,3476.189581420602,,,
Agglomerative_Core_Log_RobustScaler_k4,Agglomerative,Core_Log_RobustScaler,,,4,,0.26509957256789196,1.140723743143401,2623.969027665398,20.696815874480848,30.8952468850946,0.0,,,,
GaussianMixture_Core_Log_RobustScaler_k4,GaussianMixture,Core_Log_RobustScaler,,,4,,0.16222289139756427,1.7695101838682592,2063.5502697224783,19.17397323488694,34.72542685740655,0.0,-4552.844100247657,,,
Agglomerative_Core_Log_RobustScaler_k5,Agglomerative,Core_Log_RobustScaler,,,5,,0.26216836801452725,1.0879103251517601,2517.7237801978563,2.4227041993539458,28.472542685740653,0.0,,,,
GaussianMixture_Core_Log_RobustScaler_k5,GaussianMixture,Core_Log_RobustScaler,,,5,,0.13944068568835552,1.7898628721036236,1849.3108109981724,4.383940932164283,34.702353484079374,0.0,-4850.411483609011,,,
Agglomerative_Core_Log_RobustScaler_k6,Agglomerative,Core_Log_RobustScaler,,,6,,0.2679771139393174,1.1287569099363228,2489.551333319248,2.4227041993539458,26.326718966312875,0.0,,,,
GaussianMixture_Core_Log_RobustScaler_k6,GaussianMixture,Core_Log_RobustScaler,,,6,,0.1081182983272312,2.2759127182699728,1441.7682096694537,2.5149976926626674,34.702353484079374,0.0,-9274.683733668402,,,
Agglomerative_Core_Log_RobustScaler_k7,Agglomerative,Core_Log_RobustScaler,,,7,,0.2335643560260529,1.1199146141166714,2372.5877829192373,2.4227041993539458,22.081218274111674,0.0,,,,
GaussianMixture_Core_Log_RobustScaler_k7,GaussianMixture,Core_Log_RobustScaler,,,7,,0.09490175183205002,2.571847602809364,1253.4420951466898,1.868943239501615,34.702353484079374,0.0,-12616.899221019536,,,
Agglomerative_Core_Log_RobustScaler_k8,Agglomerative,Core_Log_RobustScaler,,,8,,0.23708975146265465,1.1223926092228869,2282.430208076966,2.4227041993539458,22.081218274111674,0.0,,,,
GaussianMixture_Core_Log_RobustScaler_k8,GaussianMixture,Core_Log_RobustScaler,,,8,,0.10514971601028267,2.4244451842215256,1304.0542169545977,1.4766958929395477,20.32764190124596,0.0,-13102.5143975863,,,
